comment	Top_Class	HateSpeech_Confidence	Ofensive_Language_Confidence	Neither_Confidence
  ghost	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
god  return	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
   real	offensive_language	0.025561593684253106	0.5993264658233612	0.3751119404923855
missed  dad	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 made  boi	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
   play  	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
   play  	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
hey bjerg 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
   dodge xerath q ment	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mention hey bjerg gl next season hope   wel	neither	0.0638159937549809	0.25495314332155017	0.6812308629234688
superpro subscribed  tier   subscribed   months 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
skt  g	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
pogger	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
omg finally streamm	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
tsm	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
tsm tsm tsm	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
hazestorm subscribed  twitch prime 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
welcome mention bjergtsm	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
oh	neither	0.051363287716059566	0.22255663153133606	0.7260800807526044
pog pog	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
  u   friend request	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
bjerg urf pogg	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
tsm  owner pogchamp	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
sujectlol subscribed  twitch prime 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
thanks  subbing mention bjergyeah	neither	0.03760265621863682	0.3148798019998831	0.6475175417814802
yungprod subscribed  tier   subscribed   months holy shit boys almost  years 	offensive_language	0.05029366125360958	0.9249141648655385	0.02479217388085193
bjerg stream pogu	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
greetings  argentina	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
welcome back   world bjerg	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 waiting fotr  stream  like  month	neither	0.048654283562791556	0.34389183851743943	0.6074538779197691
moving	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
holy shit  favorite player ever   favorite music ev	offensive_language	0.04817244038987379	0.9067206531482566	0.045106906461869725
bjergtsm bjergtsm bjergtsm	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mention love  thank   staying  tsm	neither	0.037176563219933	0.3444422525208865	0.6183811842591805
pogchamp pogchamp	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 way bjergsen  live right   love u	neither	0.03992985879925332	0.3558577238136815	0.6042124173870653
 madman actually turned  stream 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
tsm tsm tsm tsm 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
bjerg  love 	neither	0.03217296676969875	0.3657703709031763	0.602056662327125
please stream 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
bjerg	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
   cannon	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
oh hi	neither	0.04645180976672622	0.26453612080258093	0.689012069430693
  cannon  fli	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
wooah	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
ignitebarri	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
wowowoowowowowow	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
cannons make tp useless	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
check  natureback instagram	neither	0.03757408762691387	0.362269672416623	0.6001562399564633
pog bjerg stream	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
please say hello  brazil	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
   cannon  fire u   map	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
zed time bring  back bjergsen	neither	0.03843609018694997	0.347639239325394	0.6139246704876561
bjeardson	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mention moving   house kappa	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
zed	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 dont need tp anymor	neither	0.0391520449375899	0.3278541836554799	0.6329937714069301
  okay	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
omg	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 need tsm  world	neither	0.03928218838810873	0.32894398815473336	0.6317738234571578
   hq open	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
tsm tsm tsm	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
  catapult	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
es este el stream anual	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
omg bjerg  missed   much  hi daddy  love u	neither	0.034486277855171214	0.34133713649372205	0.6241765856511067
ay	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
barrier	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
el papu de papus 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
heal flash	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
bjergsen weve missed  	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
pog	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
bjerg 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
play vlad    fun	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
zed	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
cleans	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mention try sylas  broken af pog	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
daddy bjerg 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
clense flash	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 always nice  see   bjerg 	neither	0.037231382964849	0.39958617587251616	0.5631824411626347
mention  playing  tr	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
pogchamp zed   b	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
hi ment	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
helowwwwwwww	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 missed bjerg streams  much pepehand	neither	0.03596605741619846	0.33157547921186253	0.632458463371939
mention welcome back  worlds	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
pog hi bjergggg	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
hello	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
hey man pickems  bugged    losing  every game  tsm wasnt  option unlucky maybe next worlds 	neither	0.03873202806321369	0.3448668602858342	0.6164011116509521
  favorite adcarry  midlaner streamed   day wingaah	neither	0.039915587331612	0.3167341694934217	0.6433502431749663
welcome back dude	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
wb bjerg grats  new contract happy  see  back	neither	0.04208069069406303	0.26551180012637304	0.692407509179564
 semiannual stream   pog pog pog	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
zed pog	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
pog	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
urf 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
pogchamp z	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
ye	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
zeed pog	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
nice	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
goosegrease subscribed  tier   subscribed   months  years  twitch sub woohoo	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
zed pogchamp	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
slm hemso	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
pog  b	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
tsmbjergsen prediction  skt vs g 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
zed pog	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
bjerg hope   well	neither	0.10500986375014332	0.16573024794149438	0.7292598883083623
yo ment	offensive_language	0.04010381111145228	0.5271105317972344	0.4327856570913131
pogger	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
lovely music ahh	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
hi bjerg 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
hi	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
zed pog  bed pog	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
brush tmoneylaugh	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
name   song	neither	0.038830105554549986	0.3409517702390533	0.6202181242063967
mention   snus man	neither	0.039646493948636605	0.41371768824299326	0.54663581780837
mention hi soren	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mention    dodge xerath q	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
ay	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mention  miss   twitch babyrag	neither	0.03373843484268515	0.33234166076386906	0.6339199043934457
yearly stream pog	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
bj live omg	neither	0.043571490484925694	0.32895962202781137	0.6274688874872629
bjeardsen	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
dr pepper bjerg	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
omg	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
ijrsi subscribed  twitch prime  subscribed   months noob streamer honestli	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
  year	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
dark harvest	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
hi bjerg 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
poppin    z	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
yo	offensive_language	0.04010381111145228	0.5271105317972344	0.4327856570913131
stream kreygasm	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
wow bjergsen streaming sup dud	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mention  way	neither	0.03957947732323987	0.3314334474228915	0.6289870752538685
 swear u stream  every blue moon	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
probably  stupid question   bjergsen  lessons	neither	0.09280275708913822	0.2618104619768667	0.645386780933995
tsm tsm	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 tsm wonned worlds 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
holy shit    first stream  year ment	offensive_language	0.0407061702120037	0.9514830697363155	0.007810760051680792
bergerking	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
weve missed  	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
bjerg streaming  must  dream	neither	0.040256678524732255	0.31673910387628385	0.643004217598984
bjorkson	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
omg  bjergsen	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
tenacity useless btw	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
shockblad	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
uptim	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 stan  king mention lol	neither	0.03173383166094403	0.3863391901916149	0.581926978147441
kcsoldierlol subscribed  twitch prime  subscribed   months welcome back bjerg	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
bjergsen please stream 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
acebansal subscribed  tier   subscribed   months bjergsen streaming dude    reason   tsm fan  super excited  see  comeback  tsm comeback   tsm tsm tsm	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
bjergsenking	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
oh thats pog gratz   fan	neither	0.045399369791998496	0.2740045415792568	0.6805960886287448
oh finally back  worlds  see	neither	0.043752141108403954	0.2891427342914317	0.6671051246001645
duo    rank	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
bjergsen biblethump	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
love  mate mention since  	neither	0.03699372903176584	0.3417806178119751	0.621225653156259
  like  stream	neither	0.053401372899845936	0.350166083399581	0.5964325437005732
semiannual bjerg stream pogu	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
play	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
  gonna   short stream today ment	neither	0.037327669030533105	0.35020987964629086	0.6124624513231759
bjerg    	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mention boost   solo queue pog	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 look saf bro	neither	0.04235716836211522	0.3293772830893185	0.6282655485485662
  offseason   ya	offensive_language	0.024930079393134772	0.5931503594547849	0.38191956115208037
bjergbanana bjergbanana	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
beard looking good man	neither	0.038943054448573794	0.3934138825816179	0.5676430629698084
pog  yearly stream	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
tsmbjergsen whos winning   semis 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
nice music	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
papa bjerg    doin	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 dont u stream  often	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
boost   diamond keepo	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
   thought   skin   guys win worlds next year	neither	0.04109095673590832	0.2729768216221357	0.685932221641956
  imagine  streaming nd im  subbed   month	neither	0.03893017585955913	0.35025888942863187	0.610810934711809
 upi nacl	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
guess  wont  sleeping tonight 	neither	0.03680359493776433	0.3159872951021161	0.6472091099601195
mention prediction  worlds	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mention yessir respect	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
oh shit  actual bjerg stream	offensive_language	0.05094009154805556	0.9433656403068048	0.005694268145139559
bjergking	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 real question    bjerg shav	offensive_language	0.030863478772746724	0.4849322112190081	0.4842043100082453
 king  back	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 back	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
god damn  best mid na  	offensive_language	0.04361859358302193	0.7037135191924879	0.25266788722449013
hey bjerg   go	neither	0.04135100685698357	0.33697127269460647	0.6216777204484101
hi bro	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
welcome back bjerg   random teacher  put    poster   classroom	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
hey bjerg	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
brokenntsm brokenntsm brokenntsm brokenntsm brokenntsm brokenntsm	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mention    moving   new facility	neither	0.04223816639115626	0.26152035112780003	0.6962414824810437
bjerg	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 long  gonna stream	neither	0.03821990608145948	0.37467854823592683	0.5871015456826136
  u feeling  tsm next season	neither	0.03904605792117929	0.33728649498658747	0.6236674470922333
omg  beard	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
hes al	neither	0.044684269157446735	0.24159133574834715	0.713724395094206
 bjerg stram pogchamp	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mention   smoothie streaming 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
det var ogsa pa tide  se dig igen	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
yay lets goooo	neither	0.03882288661179752	0.34107429453750193	0.6201028188507006
miss  bj	neither	0.032672026204819536	0.33270844759524165	0.6346195261999388
ponderhjerte ponderhjert	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
finally  return  bjergsen mention  favorite pro player since  came  na	neither	0.03663693807163589	0.37817554613513593	0.5851875157932281
mention    relize  could grow  beard	neither	0.041188485738553354	0.3240908313810647	0.634720682880382
good night king p	neither	0.03060810665797239	0.3302623665140742	0.6391295268279533
   break    anything fun ment	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 king pog	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 bed pog	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
bakery stream pog	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
   doin ment	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
miss  goat	neither	0.03185982810812294	0.33298779976452875	0.6351523721273483
welcome back   life  dud	neither	0.03554902899664883	0.39725858798760266	0.5671923830157485
wait hes actually l	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
sup  maan feeling  chill vib	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
time	neither	0.036668274527354654	0.377643684699956	0.5856880407726893
 pst	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
rocken  dp shirt  se	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mention na  never  well till  team picks  tarzan	neither	0.03718254235467498	0.35329418146418623	0.6095232761811389
glad  resigned  ment	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
bjerg	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
miss  stream	neither	0.0323733272046288	0.3328111838784299	0.6348154889169413
prashantgrg subscribed  twitch prime  subscribed   months currently    month streak  missed  welcome back  hope   wel	neither	0.05446758971929602	0.2772518466528217	0.6682805636278824
pog  bjerg	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mention dude  u 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mention pog	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 want  see u  faker next season  worlds  msi	neither	0.039255089158841364	0.33373868935540274	0.6270062214857559
 bed  sleeps   desk	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mention   go   barber  beard trimmingstyling	neither	0.04038678342905366	0.3336141270888932	0.625999089482053
mention missed u bro	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
  like jesus     beard	neither	0.051254112558921025	0.3473804069481006	0.6013654804929784
hi bjerg	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
  cheering   worlds ment	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
pokimane subscribed  tier   subscribed   months  waited  months  u  stream 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
heyguy	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 beat faker easi	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mention bjerg     guids     blitz	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 missed  streams dud	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 streams  sponsorships feelsbadman	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
poki	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 didnt tsm play  worlds  year	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
tsm still undef	neither	0.03850086584548503	0.3465398273490562	0.6149593068054587
finally leaving tsm	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
lol poki	neither	0.020706217963973744	0.4882283491876925	0.4910654328483337
mention  secondary role   recommend  mid main  plays assassins	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mention stfu	neither	0.11033545398089288	0.4052683969575354	0.4843961490615717
mention heyguy	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
hi man mention 	neither	0.03958731319979176	0.3949217551588594	0.5654909316413489
pokiheart	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
annual stream pog	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
woah pog	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
  tsm going  resub bjergsen  team performs better    beardsen	neither	0.038312313169261106	0.349740058347849	0.6119476284828899
bjergbeard bjergbeard	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mention   dud	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 annual stream  	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mention 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mention	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
   reason   tsm logo   jersey  backwards	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
hey bjergsen  u kick  teammates  add new ones	neither	0.041624191386187205	0.27700149268305635	0.6813743159307564
yearly bjerg stream pog	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mention play pyke support	neither	0.07236488596529451	0.31905625298361406	0.6085788610510915
yearly stream pogchamp	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
  fuck  twitch chat grey wutfac	offensive_language	0.14388476287109433	0.8429815411695184	0.013133695959387213
oof	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mention sanchpool	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mention u    beatiful people   world perhaps   galaxi	neither	0.06426174168483594	0.3280993370021791	0.607638921312985
playing urf  already tell  good tsm   next season im 	neither	0.0374304534071377	0.36962935601427993	0.5929401905785824
source good news lee sin pogchamp	neither	0.039011191267167664	0.33052811804406673	0.6304606906887656
 miss  dud	neither	0.02789410451089843	0.33435179396025927	0.6377541015288424
  wont   tsm house anymore jsut  facility  apartments nearbi	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
  cook  u  ment	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
te amo	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mention  didnt  swap   better team man	neither	0.03953104382243919	0.3738085224380196	0.5866604337395411
 man top   battle royale   start	neither	0.03956971225918273	0.38875113676455825	0.571679150976259
  think  new season changes	neither	0.04340784819670899	0.23687862952344324	0.7197135222798478
 pst	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
chill stream  urf	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
imagine playing  urf game  mention kreygasm	neither	0.03887235762988281	0.2953974526758867	0.6657301896942305
mention   watch worlds	neither	0.04440993992701256	0.3286712408170734	0.6269188192559141
k pc  extra low graphics 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mention sancho sancho	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
music  kinda loud	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
bjerg u best player  earth	neither	0.03339093972416235	0.4138429404745869	0.5527661198012507
hi soren	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mention   looking forward     apt  would   wanted  stay   team house	neither	0.03909007858155424	0.3273352853679305	0.6335746360505152
  like stream      obligated	neither	0.053401372899845936	0.350166083399581	0.5964325437005732
music loud lul	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
stevenvpham subscribed  twitch prime  subscribed   months   tsms year lets get  brodi	neither	0.0385989713262954	0.3448747213048018	0.6165263073689029
annual bjergen stream pog 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
bjerg  like  play league  music  music distracts     playing 	neither	0.0466964976143046	0.34117571482275516	0.6121277875629403
mention sanchhairtk	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 top   meta	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
